Course Code,SIS Student ID,Attendance,Class Date
CSC  3371 01 in 07/107,114653,present,2024-02-08
CSC  3371 01 in 07/107,104104,present,2024-02-08
CSC  3371 01 in 07/107,102552,present,2024-02-08
CSC  3351 02 in 04/106,88671,present,2024-02-08
CSC  3351 02 in 04/106,98392,present,2024-02-08
CSC  3351 02 in 04/106,143277,present,2024-02-08
CSC  3351 02 in 04/106,85778,absent,2024-02-08
CSC  3351 02 in 04/106,98285,present,2024-02-08
CSC  3351 02 in 04/106,101035,present,2024-02-08
CSC  3351 02 in 04/106,99482,present,2024-02-08
CSC  3371 01 in 07/107,113755,present,2024-02-08
CSC  3351 02 in 04/106,84764,present,2024-02-08
CSC  3371 01 in 07/107,98646,present,2024-02-08
CSC  3371 01 in 07/107,115874,present,2024-02-08
ARD  1001 04 in 08B/101,150306,present,2024-02-08
ARD  1001 04 in 08B/101,153394,present,2024-02-08
ARD  1001 04 in 08B/101,155205,present,2024-02-08
ARD  1001 04 in 08B/101,156274,present,2024-02-08
ARD  1001 04 in 08B/101,143414,present,2024-02-08
ARD  1001 04 in 08B/101,149380,present,2024-02-08
ARD  1001 04 in 08B/101,158368,present,2024-02-08
ARD  1001 04 in 08B/101,153893,absent,2024-02-08
ARD  1001 04 in 08B/101,81238,present,2024-02-08
ARD  1001 04 in 08B/101,154475,present,2024-02-08
ARD  1001 04 in 08B/101,157229,present,2024-02-08
ARD  1001 04 in 08B/101,155534,present,2024-02-08
ARD  1001 04 in 08B/101,158263,present,2024-02-08
ARD  1001 04 in 08B/101,76575,present,2024-02-08
ARD  1001 04 in 08B/101,151974,present,2024-02-08
ARD  1001 04 in 08B/101,156041,present,2024-02-08
ARD  1001 04 in 08B/101,155132,present,2024-02-08
ARD  1001 04 in 08B/101,157416,present,2024-02-08
CSC  3371 01 in 07/107,144244,present,2024-02-08
CSC  3371 01 in 07/107,107219,present,2024-02-08
ARB  1241 11 in 08B/111,148596,present,2024-02-08
CSC  3351 02 in 04/106,85435,present,2024-02-08
CSC  3351 02 in 04/106,103118,present,2024-02-08
CSC  3351 01 in 04/004,100920,present,2024-02-08
CSC  3351 01 in 04/004,103545,present,2024-02-08
CSC  3351 01 in 04/004,81660,present,2024-02-08
CSC  3351 01 in 04/004,101112,present,2024-02-08
CSC  3351 01 in 04/004,112143,present,2024-02-08
CSC  3351 01 in 04/004,108780,present,2024-02-08
CSC  3351 01 in 04/004,100552,present,2024-02-08
CSC  3351 01 in 04/004,89227,present,2024-02-08
CSC  3351 01 in 04/004,84606,present,2024-02-08
CSC  3351 01 in 04/004,86564,present,2024-02-08
CSC  3351 01 in 04/004,108575,present,2024-02-08
CSC  3351 01 in 04/004,118680,present,2024-02-08
CSC  3351 01 in 04/004,104407,present,2024-02-08
CSC  3351 01 in 04/004,84470,present,2024-02-08
CSC  3351 01 in 04/004,100958,present,2024-02-08
CSC  3351 01 in 04/004,110357,present,2024-02-08
CSC  3351 01 in 04/004,101010,present,2024-02-08
CSC  3351 01 in 04/004,100948,present,2024-02-08
CSC  3351 01 in 04/004,114405,present,2024-02-08
CSC  3351 01 in 04/004,99526,present,2024-02-08
CSC  3351 02 in 04/106,101317,present,2024-02-08
CSC  3351 01 in 04/004,85752,present,2024-02-08
CSC  3351 02 in 04/106,101666,present,2024-02-08
CSC  3351 02 in 04/106,95075,present,2024-02-08
CSC  3351 02 in 04/106,101619,absent,2024-02-08
CSC  3351 02 in 04/106,99691,absent,2024-02-08
CSC  3351 02 in 04/106,109181,present,2024-02-08
CSC  3351 02 in 04/106,104104,present,2024-02-08
CSC  3351 02 in 04/106,105842,absent,2024-02-08
CSC  3351 02 in 04/106,114305,present,2024-02-08
CSC  3351 02 in 04/106,113335,present,2024-02-08
CSC  3351 02 in 04/106,95568,present,2024-02-08
CSC  3351 02 in 04/106,100913,present,2024-02-08
CSC  3351 02 in 04/106,99657,present,2024-02-08
CSC  3351 02 in 04/106,106573,present,2024-02-08
CSC  3351 02 in 04/106,102552,present,2024-02-08
CSC  3351 02 in 04/106,115874,present,2024-02-08
CSC  3351 02 in 04/106,82212,present,2024-02-08
CSC  3351 02 in 04/106,107219,present,2024-02-08
CSC  3351 02 in 04/106,92028,present,2024-02-08
CSC  3351 02 in 04/106,102128,present,2024-02-08
CSC  3351 02 in 04/106,114653,present,2024-02-08
CSC  3351 02 in 04/106,85161,present,2024-02-08
ARB  1241 11 in 08B/111,154428,present,2024-02-08
ARB  1241 11 in 08B/111,150367,present,2024-02-08
ARB  1241 11 in 08B/111,156692,present,2024-02-08
ALS  1002 06 in 08/111,146851,present,2024-02-08
ALS  1002 06 in 08/111,151914,present,2024-02-08
ALS  1002 06 in 08/111,147496,present,2024-02-08
ALS  1002 06 in 08/111,152850,present,2024-02-08
ALS  1002 06 in 08/111,148992,present,2024-02-08
ALS  1002 06 in 08/111,92629,absent,2024-02-08
ALS  1002 05 in 08B/218,156473,present,2024-02-08
ALS  1002 05 in 08B/218,149145,present,2024-02-08
ALS  1002 05 in 08B/218,147850,present,2024-02-08
ALS  1002 05 in 08B/218,148488,absent,2024-02-08
ALS  1002 05 in 08B/218,157042,present,2024-02-08
ALS  1002 05 in 08B/218,146798,present,2024-02-08
ALS  1002 05 in 08B/218,157382,present,2024-02-08
ALS  1002 05 in 08B/218,155647,absent,2024-02-08
ALS  1002 05 in 08B/218,156761,present,2024-02-08
ALS  1002 05 in 08B/218,157117,present,2024-02-08
ALS  1002 05 in 08B/218,103301,present,2024-02-08
ALS  1002 05 in 08B/218,147322,present,2024-02-08
ALS  1002 05 in 08B/218,158674,present,2024-02-08
ALS  1002 06 in 08/111,154117,present,2024-02-08
ALS  1002 05 in 08B/218,154381,absent,2024-02-08
ALS  1002 06 in 08/111,151191,present,2024-02-08
ALS  1002 06 in 08/111,148975,present,2024-02-08
COM  3304 01 in 04/002,85518,late,2024-02-08
COM  3304 01 in 04/002,96527,present,2024-02-08
COM  3304 01 in 04/002,101483,present,2024-02-08
COM  3304 01 in 04/002,80434,present,2024-02-08
COM  3304 01 in 04/002,96173,present,2024-02-08
COM  3304 01 in 04/002,77329,present,2024-02-08
COM  3304 01 in 04/002,106023,present,2024-02-08
COM  3304 01 in 04/002,99463,present,2024-02-08
COM  3304 01 in 04/002,100936,absent,2024-02-08
ALS  1002 06 in 08/111,156108,present,2024-02-08
ALS  1002 06 in 08/111,156821,present,2024-02-08
ALS  1002 06 in 08/111,152916,present,2024-02-08
ALS  1002 06 in 08/111,156566,present,2024-02-08
ALS  1002 06 in 08/111,154855,present,2024-02-08
ALS  1002 06 in 08/111,155197,present,2024-02-08
ALS  1002 06 in 08/111,149574,present,2024-02-08
ALS  1002 06 in 08/111,155627,present,2024-02-08
ALS  1002 06 in 08/111,145178,present,2024-02-08
ALS  1002 06 in 08/111,149196,present,2024-02-08
ALS  1002 06 in 08/111,145632,present,2024-02-08
COM  3304 01 in 04/002,85761,present,2024-02-08
ALS  1002 05 in 08B/218,156769,present,2024-02-08
COM  3301 01 in 10/105,100444,present,2024-02-08
CHE  1401 05 in 06/003,157461,present,2024-02-08
CHE  1401 05 in 06/003,100485,absent,2024-02-08
CHE  1401 05 in 06/003,148629,present,2024-02-08
CHE  1401 05 in 06/003,145523,present,2024-02-08
CHE  1401 05 in 06/003,149266,present,2024-02-08
CHE  1401 05 in 06/003,144766,present,2024-02-08
CHE  1401 05 in 06/003,143403,present,2024-02-08
CHE  1401 05 in 06/003,92028,present,2024-02-08
CHE  1401 05 in 06/003,98392,absent,2024-02-08
CHE  1401 05 in 06/003,98003,present,2024-02-08
CHE  1401 05 in 06/003,114563,present,2024-02-08
CHE  1401 05 in 06/003,101519,present,2024-02-08
CHE  1401 05 in 06/003,146979,present,2024-02-08
CHE  1401 05 in 06/003,156920,present,2024-02-08
CHE  1401 05 in 06/003,157457,present,2024-02-08
CHE  1401 05 in 06/003,90793,absent,2024-02-08
CHE  1401 05 in 06/003,102913,absent,2024-02-08
CHE  1401 05 in 06/003,138672,present,2024-02-08
CHE  1401 05 in 06/003,115201,present,2024-02-08
CHE  1401 05 in 06/003,107316,present,2024-02-08
COM  3301 01 in 10/105,113003,present,2024-02-08
CHE  1401 05 in 06/003,92607,present,2024-02-08
CHE  1401 05 in 06/003,143240,present,2024-02-08
COM  3301 01 in 10/105,97215,absent,2024-02-08
COM  3301 01 in 10/105,104528,present,2024-02-08
COM  3301 01 in 10/105,79925,absent,2024-02-08
COM  3301 01 in 10/105,119475,present,2024-02-08
COM  3301 01 in 10/105,99947,present,2024-02-08
COM  3301 01 in 10/105,101429,present,2024-02-08
COM  3301 01 in 10/105,106852,present,2024-02-08
COM  3301 01 in 10/105,102199,absent,2024-02-08
COM  3301 01 in 10/105,158156,present,2024-02-08
COM  3301 01 in 10/105,84447,present,2024-02-08
CHE  1401 05 in 06/003,119574,late,2024-02-08
CHE  1401 05 in 06/003,151031,present,2024-02-08
CHE  1401 05 in 06/003,146189,present,2024-02-08
CHE  1401 05 in 06/003,111797,absent,2024-02-08
CHE  1401 05 in 06/003,114305,present,2024-02-08
CHE  1401 05 in 06/003,105444,present,2024-02-08
CHE  1401 05 in 06/003,135555,present,2024-02-08
CHE  1401 05 in 06/003,101586,present,2024-02-08
CHE  1401 05 in 06/003,156822,present,2024-02-08
CHE  1401 05 in 06/003,104003,present,2024-02-08
ARD  1001 04 in 08B/101,141202,present,2024-02-08
COM  3304 01 in 04/002,96972,present,2024-02-08
COM  3304 01 in 04/002,96054,present,2024-02-08
COM  5315 01 in 08/104,144145,present,2024-02-08
COM  5315 01 in 08/104,119269,present,2024-02-08
COM  5315 01 in 08/104,144880,present,2024-02-08
COM  5315 01 in 08/104,97597,present,2024-02-08
COM  5315 01 in 08/104,145576,present,2024-02-08
COM  5315 01 in 08/104,152744,present,2024-02-08
COM  5315 01 in 08/104,149511,present,2024-02-08
COM  5315 01 in 08/104,144174,present,2024-02-08
COM  5315 01 in 08/104,115314,present,2024-02-08
COM  5313 01 in 08/101,119269,present,2024-02-08
COM  5313 01 in 08/101,97597,present,2024-02-08
COM  5313 01 in 08/101,98680,absent,2024-02-08
COM  5313 01 in 08/101,143063,present,2024-02-08
COM  5313 01 in 08/101,144880,present,2024-02-08
COM  5313 01 in 08/101,149511,absent,2024-02-08
COM  5313 01 in 08/101,91389,present,2024-02-08
COM  5313 01 in 08/101,152744,present,2024-02-08
COM  4405 01   L,95767,late,2024-02-08
COM  4405 01   L,80434,present,2024-02-08
COM  5315 01 in 08/104,76804,present,2024-02-08
COM  4405 01   L,93857,present,2024-02-08
ARB  1241 10 in 08B/112,158263,present,2024-02-08
ARB  1241 10 in 08B/112,148189,present,2024-02-08
ARB  1241 11 in 08B/111,156777,present,2024-02-08
ARB  1241 10 in 08B/112,157416,present,2024-02-08
ARB  1241 10 in 08B/112,155300,present,2024-02-08
ARB  1241 10 in 08B/112,148013,present,2024-02-08
ARB  1241 10 in 08B/112,157867,present,2024-02-08
ARB  1241 10 in 08B/112,156187,present,2024-02-08
ARB  1241 10 in 08B/112,149380,present,2024-02-08
ARB  1241 10 in 08B/112,145578,present,2024-02-08
ARB  1241 10 in 08B/112,159348,present,2024-02-08
ARB  1241 10 in 08B/112,154113,absent,2024-02-08
ARB  1241 10 in 08B/112,158003,present,2024-02-08
ARB  1241 10 in 08B/112,144856,present,2024-02-08
ARB  1241 10 in 08B/112,148609,present,2024-02-08
ARB  1241 10 in 08B/112,157495,absent,2024-02-08
ARB  1241 10 in 08B/112,159502,absent,2024-02-08
ARB  1241 10 in 08B/112,155534,present,2024-02-08
ARB  1241 10 in 08B/112,156627,present,2024-02-08
ARB  1241 10 in 08B/112,156867,present,2024-02-08
ARB  1241 10 in 08B/112,158061,present,2024-02-08
ARB  1241 10 in 08B/112,159455,present,2024-02-08
COM  3304 01 in 04/002,79916,present,2024-02-08
COM  4405 01   L,80106,present,2024-02-08
COM  4405 01   L,104520,present,2024-02-08
COM  3315 01 in 06/008,94519,present,2024-02-08
COM  3315 01 in 06/008,85761,present,2024-02-08
COM  3315 01 in 06/008,81680,present,2024-02-08
COM  3315 01 in 06/008,94146,present,2024-02-08
COM  3304 01 in 04/002,77294,late,2024-02-08
COM  3304 01 in 04/002,89009,late,2024-02-08
COM  3304 01 in 04/002,95767,present,2024-02-08
COM  3304 01 in 04/002,92805,present,2024-02-08
COM  3304 01 in 04/002,84609,present,2024-02-08
COM  3304 01 in 04/002,100821,present,2024-02-08
COM  3304 01 in 04/002,96119,absent,2024-02-08
COM  3304 01 in 04/002,80106,present,2024-02-08
COM  3304 01 in 04/002,85153,absent,2024-02-08
COM  3304 01 in 04/002,84235,present,2024-02-08
COM  3304 01 in 04/002,91161,present,2024-02-08
COM  3304 01 in 04/002,81680,present,2024-02-08
COM  3304 01 in 04/002,86330,present,2024-02-08
COM  3304 01 in 04/002,96732,present,2024-02-08
COM  3304 01 in 04/002,94146,present,2024-02-08
COM  3315 01 in 06/008,96054,present,2024-02-08
COM  4405 01   L,78915,present,2024-02-08
COM  3315 01 in 06/008,86974,absent,2024-02-08
ALS  1002 09 in 05/107,154651,present,2024-02-08
COM  4405 01   L,79916,present,2024-02-08
COM  4405 01   L,95756,present,2024-02-08
ALS  1002 09 in 05/107,149646,absent,2024-02-08
ALS  1002 09 in 05/107,155291,present,2024-02-08
ALS  1002 09 in 05/107,154765,present,2024-02-08
ALS  1002 09 in 05/107,151149,present,2024-02-08
ALS  1002 09 in 05/107,151516,present,2024-02-08
ALS  1002 09 in 05/107,147405,present,2024-02-08
ALS  1002 09 in 05/107,147934,present,2024-02-08
ALS  1002 09 in 05/107,145282,absent,2024-02-08
ALS  1002 09 in 05/107,147994,present,2024-02-08
ALS  1002 09 in 05/107,155883,present,2024-02-08
ALS  1002 09 in 05/107,147761,present,2024-02-08
ALS  1002 09 in 05/107,151255,present,2024-02-08
ALS  1002 09 in 05/107,149266,present,2024-02-08
ALS  1002 09 in 05/107,145180,present,2024-02-08
ALS  1002 09 in 05/107,144976,present,2024-02-08
ALS  1002 09 in 05/107,153203,present,2024-02-08
ALS  1002 09 in 05/107,149842,present,2024-02-08
ALS  1002 09 in 05/107,151028,present,2024-02-08
CHE  1401 05 in 06/003,103261,present,2024-02-08
CSC  3371 02 in 08B/103,100820,present,2024-02-08
CSC  3371 02 in 08B/103,81660,present,2024-02-08
ART  1302 01 in 04/002,145649,present,2024-02-08
ART  1302 01 in 04/002,97010,present,2024-02-08
ART  1302 01 in 04/002,100293,present,2024-02-08
CSC  1401 07   L in 05/003,149171,present,2024-02-08
CSC  1401 07   L in 05/003,148618,present,2024-02-08
CSC  1401 07   L in 05/003,146901,present,2024-02-08
CSC  1401 07   L in 05/003,148003,present,2024-02-08
CSC  1401 07   L in 05/003,118990,present,2024-02-08
ART  1302 01 in 04/002,97320,present,2024-02-08
CSC  1401 07   L in 05/003,146512,present,2024-02-08
CSC  1401 07   L in 05/003,149544,present,2024-02-08
CSC  1401 07   L in 05/003,158286,present,2024-02-08
CSC  1401 07   L in 05/003,149230,present,2024-02-08
CSC  1401 07   L in 05/003,149887,present,2024-02-08
CSC  1401 07   L in 05/003,145847,present,2024-02-08
CSC  1401 07   L in 05/003,145375,present,2024-02-08
CSC  1401 07   L in 05/003,145374,present,2024-02-08
CSC  1401 07   L in 05/003,151384,present,2024-02-08
CSC  1401 07   L in 05/003,156058,present,2024-02-08
ART  1302 01 in 04/002,143353,present,2024-02-08
ART  1302 01 in 04/002,92025,present,2024-02-08
ART  1302 01 in 04/002,101107,present,2024-02-08
CSC  1401 08 in 04/107,145256,present,2024-02-08
CSC  1401 08 in 04/107,145005,present,2024-02-08
CSC  1401 08 in 04/107,148679,present,2024-02-08
CSC  1401 08 in 04/107,149894,present,2024-02-08
ART  1302 01 in 04/002,87319,present,2024-02-08
ART  1302 01 in 04/002,144398,present,2024-02-08
ART  1302 01 in 04/002,142345,present,2024-02-08
ART  1302 01 in 04/002,146342,present,2024-02-08
ART  1302 01 in 04/002,97039,present,2024-02-08
ART  1302 01 in 04/002,101502,present,2024-02-08
ART  1302 01 in 04/002,103967,present,2024-02-08
ART  1302 01 in 04/002,151435,present,2024-02-08
ART  1302 01 in 04/002,83095,present,2024-02-08
ART  1302 01 in 04/002,121634,present,2024-02-08
ART  1302 01 in 04/002,102806,present,2024-02-08
ART  1302 01 in 04/002,135538,present,2024-02-08
ART  1302 01 in 04/002,121109,present,2024-02-08
ART  1302 01 in 04/002,84452,present,2024-02-08
ART  1302 01 in 04/002,84422,present,2024-02-08
CSC  1401 07   L in 05/003,145090,present,2024-02-08
CSC  1401 07   L in 05/003,152528,present,2024-02-08
CSC  1401 07   L in 05/003,150160,present,2024-02-08
CSC  1401 07   L in 05/003,144369,present,2024-02-08
CSC  1401 06   L in 05/003,155092,present,2024-02-08
CSC  1401 06   L in 05/003,151487,present,2024-02-08
CSC  1401 06   L in 05/003,144316,present,2024-02-08
CSC  1401 06   L in 05/003,145433,present,2024-02-08
CSC  1401 06   L in 05/003,154994,present,2024-02-08
CSC  1401 06   L in 05/003,143656,present,2024-02-08
CSC  1401 06   L in 05/003,156209,present,2024-02-08
CSC  1401 06   L in 05/003,106781,present,2024-02-08
CSC  1401 06   L in 05/003,156645,present,2024-02-08
CSC  1401 06   L in 05/003,121429,present,2024-02-08
CSC  1401 06   L in 05/003,148488,absent,2024-02-08
CSC  1401 06   L in 05/003,156820,present,2024-02-08
CSC  1401 06   L in 05/003,154141,present,2024-02-08
CSC  1401 06   L in 05/003,148609,present,2024-02-08
CSC  1401 06   L in 05/003,149646,present,2024-02-08
CSC  1401 06   L in 05/003,141336,present,2024-02-08
CSC  1401 06   L in 05/003,148952,present,2024-02-08
CSC  1401 06   L in 05/003,157142,present,2024-02-08
CSC  1401 06   L in 05/003,145649,present,2024-02-08
ARD  1002 10 in 11/008,147919,present,2024-02-08
CSC  1401 08 in 04/107,151695,present,2024-02-08
ARD  1002 10 in 11/008,155893,present,2024-02-08
ARD  1002 10 in 11/008,157042,present,2024-02-08
CSC  1401 07   L in 05/003,154131,present,2024-02-08
CSC  1401 07   L in 05/003,151319,present,2024-02-08
CSC  1401 07   L in 05/003,146316,present,2024-02-08
CSC  1401 07   L in 05/003,156872,present,2024-02-08
CSC  1401 07   L in 05/003,144128,present,2024-02-08
ARD  1002 10 in 11/008,154381,absent,2024-02-08
ARD  1002 10 in 11/008,151923,late,2024-02-08
ARD  1002 10 in 11/008,155517,absent,2024-02-08
ARD  1002 10 in 11/008,155815,absent,2024-02-08
ARD  1002 10 in 11/008,142866,late,2024-02-08
ARD  1002 10 in 11/008,145425,late,2024-02-08
ARD  1002 10 in 11/008,156761,late,2024-02-08
ARD  1002 10 in 11/008,149589,present,2024-02-08
ARD  1002 10 in 11/008,155906,present,2024-02-08
ARD  1002 10 in 11/008,147322,present,2024-02-08
ARD  1002 10 in 11/008,147850,present,2024-02-08
ARD  1002 10 in 11/008,142345,present,2024-02-08
ARD  1002 10 in 11/008,156473,present,2024-02-08
ARD  1002 10 in 11/008,150918,present,2024-02-08
ARD  1002 10 in 11/008,146798,present,2024-02-08
CSC  1401 08 in 04/107,156209,absent,2024-02-08
CSC  1401 08 in 04/107,157142,present,2024-02-08
CSC  1401 08 in 04/107,147970,present,2024-02-08
ART  1303 01 in 09/103,101357,present,2024-02-08
ART  1303 01 in 09/103,84123,present,2024-02-08
ART  1303 01 in 09/103,85494,present,2024-02-08
ART  1303 01 in 09/103,122026,present,2024-02-08
ART  1303 01 in 09/103,84331,present,2024-02-08
ART  1303 01 in 09/103,101519,present,2024-02-08
ART  1303 01 in 09/103,125143,absent,2024-02-08
ART  1303 01 in 09/103,86266,present,2024-02-08
ART  1303 01 in 09/103,104431,present,2024-02-08
CSC  1401 08   L in 05/003,159216,present,2024-02-08
CSC  1401 08   L in 05/003,141315,present,2024-02-08
CSC  1401 08   L in 05/003,156566,present,2024-02-08
CSC  1401 08   L in 05/003,150640,present,2024-02-08
CSC  1401 08   L in 05/003,102278,present,2024-02-08
CSC  1401 08   L in 05/003,155665,present,2024-02-08
CSC  1401 08   L in 05/003,148189,present,2024-02-08
CSC  1401 08   L in 05/003,146214,present,2024-02-08
CSC  1401 08   L in 05/003,144568,present,2024-02-08
CSC  1401 08   L in 05/003,118908,present,2024-02-08
ART  1303 01 in 09/103,85856,present,2024-02-08
CSC  1401 08   L in 05/003,149901,present,2024-02-08
ART  1303 01 in 09/103,120217,present,2024-02-08
ART  1303 01 in 09/103,158006,present,2024-02-08
CSC  1401 09 in 09/104,146665,present,2024-02-08
CSC  1401 09 in 09/104,156416,present,2024-02-08
CSC  1401 09 in 09/104,153752,present,2024-02-08
CSC  1401 09 in 09/104,148718,present,2024-02-08
CSC  1401 09 in 09/104,156849,present,2024-02-08
CSC  1401 09 in 09/104,157159,present,2024-02-08
CSC  1401 09 in 09/104,155574,present,2024-02-08
CSC  1401 09 in 09/104,157198,present,2024-02-08
CSC  1401 09 in 09/104,144973,present,2024-02-08
CSC  1401 09 in 09/104,148952,present,2024-02-08
CSC  1401 09 in 09/104,153112,present,2024-02-08
CSC  1401 09 in 09/104,155517,present,2024-02-08
CSC  1401 09 in 09/104,152528,present,2024-02-08
CSC  1401 09 in 09/104,155863,present,2024-02-08
CSC  1401 09 in 09/104,149557,present,2024-02-08
ART  1303 01 in 09/103,99385,present,2024-02-08
ART  1303 01 in 09/103,90592,present,2024-02-08
ART  1303 01 in 09/103,84125,present,2024-02-08
ART  1303 01 in 09/103,119087,present,2024-02-08
ART  1303 01 in 09/103,118558,late,2024-02-08
CSC  1401 06   L in 05/003,154323,present,2024-02-08
CSC  1401 08   L in 05/003,149024,present,2024-02-08
CSC  1401 08   L in 05/003,147619,present,2024-02-08
ART  1302 02 in 04/007,94524,present,2024-02-08
ART  1302 02 in 04/007,122597,present,2024-02-08
ART  1302 02 in 04/007,84821,present,2024-02-08
ART  1302 02 in 04/007,120677,present,2024-02-08
ART  1302 02 in 04/007,145881,present,2024-02-08
ART  1302 02 in 04/007,157717,present,2024-02-08
ART  1302 02 in 04/007,93974,present,2024-02-08
ART  1302 02 in 04/007,81816,present,2024-02-08
ART  1302 02 in 04/007,107219,present,2024-02-08
ART  1302 02 in 04/007,150160,present,2024-02-08
CSC  1401 08 in 04/107,156767,present,2024-02-08
CSC  1401 08 in 04/107,156566,present,2024-02-08
CSC  1401 08 in 04/107,138853,present,2024-02-08
CSC  1401 08 in 04/107,149272,present,2024-02-08
CSC  1401 08 in 04/107,157423,present,2024-02-08
CSC  1401 08 in 04/107,148231,present,2024-02-08
CSC  1401 08 in 04/107,149333,present,2024-02-08
CSC  1401 08 in 04/107,154050,present,2024-02-08
CSC  1401 08 in 04/107,118908,present,2024-02-08
ART  1302 02 in 04/007,158119,present,2024-02-08
CSC  1401 08   L in 05/003,144776,present,2024-02-08
ART  1302 02 in 04/007,92805,present,2024-02-08
ART  1302 02 in 04/007,146136,present,2024-02-08
CSC  1401 08   L in 05/003,104927,present,2024-02-08
CSC  1401 08   L in 05/003,151695,present,2024-02-08
CSC  1401 08   L in 05/003,157198,present,2024-02-08
CSC  1401 08   L in 05/003,145929,present,2024-02-08
CSC  1401 08   L in 05/003,145458,present,2024-02-08
CSC  1401 08   L in 05/003,151259,present,2024-02-08
CSC  1401 08   L in 05/003,154072,present,2024-02-08
CSC  1401 08   L in 05/003,153129,absent,2024-02-08
CSC  1401 08   L in 05/003,158499,present,2024-02-08
CSC  1401 08   L in 05/003,151261,present,2024-02-08
CSC  1401 08   L in 05/003,150256,present,2024-02-08
CSC  1401 08   L in 05/003,153112,absent,2024-02-08
ART  1302 02 in 04/007,97275,present,2024-02-08
ART  1302 02 in 04/007,118438,present,2024-02-08
ART  1302 02 in 04/007,145651,present,2024-02-08
ART  1302 02 in 04/007,86326,present,2024-02-08
ART  1302 02 in 04/007,112360,present,2024-02-08
ART  1302 02 in 04/007,90329,present,2024-02-08
ART  1302 02 in 04/007,97959,present,2024-02-08
ART  1302 02 in 04/007,84764,present,2024-02-08
CSC  1401 06   L in 05/003,157494,present,2024-02-08
CSC  1401 06   L in 05/003,148053,present,2024-02-08
CSC  1401 06   L in 05/003,141162,present,2024-02-08
CSC  4301 01 in 04/102,144576,present,2024-02-08
CSC  4301 01 in 04/102,84764,present,2024-02-08
CSC  4301 01 in 04/102,101619,present,2024-02-08
CSC  4301 01 in 04/102,94769,present,2024-02-08
CSC  4301 01 in 04/102,101258,present,2024-02-08
CSC  4301 01 in 04/102,96180,present,2024-02-08
CSC  4301 01 in 04/102,89826,present,2024-02-08
CSC  4301 01 in 04/102,84490,present,2024-02-08
CSC  4301 01 in 04/102,101174,present,2024-02-08
CSC  4301 01 in 04/102,109903,present,2024-02-08
CSC  4301 01 in 04/102,95972,present,2024-02-08
CSC  4301 01 in 04/102,94519,present,2024-02-08
CSC  4301 01 in 04/102,104046,present,2024-02-08
CSC  4301 01 in 04/102,98285,present,2024-02-08
CSC  4301 01 in 04/102,84955,present,2024-02-08
CSC  4301 01 in 04/102,95062,present,2024-02-08
CSC  4301 01 in 04/102,104510,present,2024-02-08
CSC  4301 01 in 04/102,106816,present,2024-02-08
ARD  1002 04 in 08B/001,144976,present,2024-02-08
CSC  4301 01 in 04/102,88671,present,2024-02-08
ARD  1002 04 in 08B/001,154072,present,2024-02-08
CSC  4301 01 in 04/102,100741,present,2024-02-08
CSC  4301 01 in 04/102,103652,present,2024-02-08
ARD  1002 05 in 08B/106,155131,present,2024-02-08
ARD  1002 05 in 08B/106,155254,present,2024-02-08
ARD  1002 05 in 08B/106,156541,present,2024-02-08
ARD  1002 05 in 08B/106,144977,present,2024-02-08
ARD  1002 05 in 08B/106,149457,present,2024-02-08
ARD  1002 05 in 08B/106,146303,present,2024-02-08
ARD  1002 05 in 08B/106,151487,present,2024-02-08
ARD  1002 05 in 08B/106,147916,absent,2024-02-08
ARD  1002 05 in 08B/106,145897,absent,2024-02-08
ARD  1002 05 in 08B/106,154649,absent,2024-02-08
CSC  4301 01 in 04/102,96273,present,2024-02-08
CSC  4301 01 in 04/102,86252,present,2024-02-08
CSC  4301 01 in 04/102,113335,present,2024-02-08
CSC  4301 01 in 04/102,100676,present,2024-02-08
CSC  4301 01 in 04/102,99863,present,2024-02-08
CSC  4301 01 in 04/102,91329,present,2024-02-08
CSC  4301 01 in 04/102,102197,present,2024-02-08
CSC  4301 01 in 04/102,84422,present,2024-02-08
CSC  4301 01 in 04/102,95619,absent,2024-02-08
CSC  4301 01 in 04/102,89340,absent,2024-02-08
ARD  1002 05 in 08B/106,154997,absent,2024-02-08
ARD  1002 04 in 08B/001,147405,present,2024-02-08
ARD  1002 04 in 08B/001,155883,present,2024-02-08
CSC  3371 02 in 08B/103,86190,present,2024-02-08
CSC  3371 02 in 08B/103,111866,present,2024-02-08
CSC  3371 02 in 08B/103,108575,present,2024-02-08
CSC  3371 02 in 08B/103,101035,present,2024-02-08
CSC  3371 02 in 08B/103,100418,present,2024-02-08
CSC  3371 02 in 08B/103,101189,present,2024-02-08
CSC  3371 02 in 08B/103,98285,present,2024-02-08
CSC  3371 02 in 08B/103,101112,present,2024-02-08
CSC  3371 02 in 08B/103,100220,present,2024-02-08
CSC  3371 02 in 08B/103,83712,present,2024-02-08
CSC  3371 02 in 08B/103,85161,present,2024-02-08
CSC  3371 02 in 08B/103,89960,present,2024-02-08
CSC  3371 02 in 08B/103,98838,present,2024-02-08
CSC  3371 02 in 08B/103,87198,present,2024-02-08
CSC  3371 02 in 08B/103,104407,present,2024-02-08
CSC  3371 02 in 08B/103,102320,present,2024-02-08
CSC  3371 02 in 08B/103,101369,present,2024-02-08
CSC  3371 02 in 08B/103,101287,present,2024-02-08
CSC  3371 02 in 08B/103,91035,present,2024-02-08
