Course Code,SIS Student ID,Attendance,Class Date
GBU  3311 01 in 04/002,117901,present,2024-02-08
GBU  3311 01 in 04/002,100893,absent,2024-02-08
MGT  3301 04 in 04/102,122770,present,2024-02-08
MGT  3301 04 in 04/102,101647,present,2024-02-08
MGT  3301 04 in 04/102,142864,present,2024-02-08
MGT  3301 04 in 04/102,118227,present,2024-02-08
MGT  3301 04 in 04/102,116342,present,2024-02-08
MGT  3301 04 in 04/102,102988,present,2024-02-08
MGT  3301 04 in 04/102,137805,present,2024-02-08
MGT  3301 04 in 04/102,99856,present,2024-02-08
MGT  3301 04 in 04/102,120737,present,2024-02-08
MGT  3301 04 in 04/102,140383,present,2024-02-08
MGT  3301 04 in 04/102,115836,present,2024-02-08
MGT  3301 04 in 04/102,115201,present,2024-02-08
MGT  3301 04 in 04/102,104440,present,2024-02-08
MGT  3301 04 in 04/102,103261,present,2024-02-08
MGT  3301 04 in 04/102,105621,present,2024-02-08
MGT  3301 04 in 04/102,105444,present,2024-02-08
MGT  3301 04 in 04/102,119501,present,2024-02-08
MGT  3301 04 in 04/102,104137,present,2024-02-08
MGT  3301 04 in 04/102,125091,present,2024-02-08
MGT  3301 04 in 04/102,101116,present,2024-02-08
MGT  3301 04 in 04/102,79916,present,2024-02-08
MGT  3301 04 in 04/102,119016,present,2024-02-08
MGT  3301 04 in 04/102,87058,present,2024-02-08
MGT  3301 04 in 04/102,119128,present,2024-02-08
MGT  3301 04 in 04/102,112669,present,2024-02-08
MGT  3301 04 in 04/102,123359,present,2024-02-08
GBU  3311 01 in 04/002,99952,present,2024-02-08
MGT  3301 04 in 04/102,121407,present,2024-02-08
MGT  3301 04 in 04/102,138270,present,2024-02-08
GBU  3311 01 in 04/002,119215,present,2024-02-08
GBU  3311 01 in 04/002,136021,present,2024-02-08
GBU  3311 01 in 04/002,117299,present,2024-02-08
GBU  3311 01 in 04/002,124787,present,2024-02-08
GBU  3311 01 in 04/002,119501,present,2024-02-08
GBU  3311 01 in 04/002,119223,present,2024-02-08
GBU  3311 01 in 04/002,144006,present,2024-02-08
GBU  3311 01 in 04/002,139813,present,2024-02-08
GBU  3311 01 in 04/002,117307,present,2024-02-08
GBU  3311 01 in 04/002,85490,present,2024-02-08
GBU  3311 01 in 04/002,132987,present,2024-02-08
GBU  3311 01 in 04/002,124267,present,2024-02-08
GBU  3311 01 in 04/002,122235,present,2024-02-08
GBU  3311 01 in 04/002,123301,present,2024-02-08
GBU  3311 01 in 04/002,119727,present,2024-02-08
GBU  3311 01 in 04/002,102152,present,2024-02-08
GBU  3311 01 in 04/002,124561,present,2024-02-08
GBU  3311 01 in 04/002,79168,present,2024-02-08
GBU  3311 01 in 04/002,124819,present,2024-02-08
GBU  3311 01 in 04/002,124253,present,2024-02-08
GBU  3311 01 in 04/002,135026,present,2024-02-08
GBU  3311 01 in 04/002,85355,present,2024-02-08
MGT  3301 04 in 04/102,143034,present,2024-02-08
MGT  3301 04 in 04/102,121591,present,2024-02-08
MGT  3301 04 in 04/102,114113,present,2024-02-08
MGT  3301 04 in 04/102,119119,present,2024-02-08
GBU  3302 03 in 09/104,102984,absent,2024-02-08
GBU  3302 03 in 09/104,98252,present,2024-02-08
GBU  3302 03 in 09/104,101642,present,2024-02-08
FAS  0210 11 in 08/013,153697,present,2024-02-08
FAS  0210 11 in 08/013,148805,present,2024-02-08
FAS  0210 11 in 08/013,145560,present,2024-02-08
FAS  0210 11 in 08/013,146270,present,2024-02-08
FAS  0210 11 in 08/013,139237,present,2024-02-08
FAS  0210 11 in 08/013,154351,present,2024-02-08
FAS  0210 11 in 08/013,147637,present,2024-02-08
FAS  0210 11 in 08/013,122597,present,2024-02-08
FAS  0210 11 in 08/013,154157,present,2024-02-08
FAS  0210 11 in 08/013,152497,present,2024-02-08
FAS  0210 11 in 08/013,145152,present,2024-02-08
FAS  0210 10 in 08/101,157239,present,2024-02-08
FAS  0210 10 in 08/101,138046,present,2024-02-08
FAS  0210 10 in 08/101,154751,present,2024-02-08
FAS  0210 10 in 08/101,146853,present,2024-02-08
FAS  0210 10 in 08/101,145631,absent,2024-02-08
FAS  0210 10 in 08/101,144846,present,2024-02-08
FAS  0210 10 in 08/101,149521,present,2024-02-08
FAS  0210 10 in 08/101,119166,present,2024-02-08
FAS  0210 10 in 08/101,150983,present,2024-02-08
FAS  0210 10 in 08/101,149394,absent,2024-02-08
FAS  0210 10 in 08/101,146868,present,2024-02-08
FAS  0210 10 in 08/101,149876,present,2024-02-08
FAS  0210 10 in 08/101,157328,present,2024-02-08
FAS  0210 10 in 08/101,145737,present,2024-02-08
FAS  0210 11 in 08/013,151435,present,2024-02-08
FAS  0210 10 in 08/101,145110,present,2024-02-08
FAS  0210 11 in 08/013,147828,present,2024-02-08
FAS  0210 11 in 08/013,143403,present,2024-02-08
FAS  0210 13 in 08/114,145364,present,2024-02-08
FAS  0210 13 in 08/114,150886,present,2024-02-08
FAS  0210 13 in 08/114,144328,present,2024-02-08
FAS  0210 13 in 08/114,157462,present,2024-02-08
FAS  0210 13 in 08/114,145883,present,2024-02-08
FAS  0210 12 in 08/114,146300,present,2024-02-08
FAS  0210 12 in 08/114,154281,present,2024-02-08
FAS  0210 12 in 08/114,145893,present,2024-02-08
FAS  0210 12 in 08/114,124347,present,2024-02-08
FAS  0210 12 in 08/114,156740,present,2024-02-08
FAS  0210 12 in 08/114,145471,present,2024-02-08
FAS  0210 12 in 08/114,136093,present,2024-02-08
FAS  0210 12 in 08/114,149922,present,2024-02-08
FAS  0210 12 in 08/114,155996,present,2024-02-08
FAS  0210 12 in 08/114,156676,present,2024-02-08
FAS  0210 12 in 08/114,155337,present,2024-02-08
FAS  0210 12 in 08/114,148952,late,2024-02-08
FAS  0210 12 in 08/114,115082,absent,2024-02-08
FAS  0210 12 in 08/114,143713,present,2024-02-08
FAS  0210 12 in 08/114,151922,present,2024-02-08
FAS  0210 12 in 08/114,145542,present,2024-02-08
FAS  0210 12 in 08/114,156512,present,2024-02-08
FAS  0210 12 in 08/114,147214,present,2024-02-08
FAS  0210 12 in 08/114,157591,present,2024-02-08
FAS  0210 12 in 08/114,146174,present,2024-02-08
FAS  0210 11 in 08/013,143016,present,2024-02-08
FAS  0210 13 in 08/114,119698,present,2024-02-08
FAS  0210 10 in 08/101,157549,late,2024-02-08
FAS  0210 10 in 08/101,147086,present,2024-02-08
ENG  2320 06 in 08/114,84681,present,2024-02-08
ENG  2320 06 in 08/114,102913,absent,2024-02-08
ENG  2320 06 in 08/114,85005,present,2024-02-08
ENG  2320 06 in 08/114,108051,present,2024-02-08
ENG  2320 06 in 08/114,84842,present,2024-02-08
ENG  2320 06 in 08/114,123994,present,2024-02-08
ENG  2320 06 in 08/114,85249,present,2024-02-08
ENG  2320 06 in 08/114,121158,present,2024-02-08
ENG  2320 06 in 08/114,80546,absent,2024-02-08
ENG  2320 06 in 08/114,84906,late,2024-02-08
ENG  2320 06 in 08/114,84922,present,2024-02-08
ENG  2320 05 in 08/114,121691,present,2024-02-08
ENG  2320 05 in 08/114,101177,absent,2024-02-08
ENG  2320 05 in 08/114,84476,present,2024-02-08
ENG  2320 05 in 08/114,97750,absent,2024-02-08
ENG  2320 05 in 08/114,100868,present,2024-02-08
ENG  2320 05 in 08/114,84582,absent,2024-02-08
ENG  2320 05 in 08/114,141091,present,2024-02-08
ENG  2320 05 in 08/114,84291,present,2024-02-08
ENG  2320 05 in 08/114,124597,present,2024-02-08
ENG  2320 05 in 08/114,105964,present,2024-02-08
ENG  2320 05 in 08/114,81159,absent,2024-02-08
ENG  2320 05 in 08/114,101772,present,2024-02-08
ENG  2320 05 in 08/114,92340,present,2024-02-08
ENG  2320 05 in 08/114,101314,present,2024-02-08
ENG  2320 06 in 08/114,81534,late,2024-02-08
FAS  0210 10 in 08/101,156056,present,2024-02-08
ENG  2320 06 in 08/114,102783,present,2024-02-08
ENG  2320 06 in 08/114,115744,present,2024-02-08
FAS  0210 09 in 11/101,154097,absent,2024-02-08
FAS  0210 09 in 11/101,151921,present,2024-02-08
FAS  0210 09 in 11/101,143530,absent,2024-02-08
FAS  0210 09 in 11/101,146901,present,2024-02-08
FAS  0210 09 in 11/101,145544,present,2024-02-08
FAS  0210 09 in 11/101,144973,present,2024-02-08
FAS  0210 09 in 11/101,141355,present,2024-02-08
FAS  0210 09 in 11/101,148412,present,2024-02-08
FAS  0210 09 in 11/101,122917,present,2024-02-08
FAS  0210 09 in 11/101,145090,present,2024-02-08
FAS  0210 09 in 11/101,152528,present,2024-02-08
FAS  0210 09 in 11/101,157494,present,2024-02-08
FAS  0210 09 in 11/101,150566,present,2024-02-08
FAS  0210 09 in 11/101,150640,present,2024-02-08
FAS  0210 09 in 11/101,146226,present,2024-02-08
FAS  0210 09 in 11/101,151075,present,2024-02-08
FAS  0210 09 in 11/101,156239,present,2024-02-08
FAS  0210 09 in 11/101,156656,present,2024-02-08
FAS  0210 09 in 11/101,145075,present,2024-02-08
FAS  0210 09 in 11/101,144618,present,2024-02-08
ENG  2320 06 in 08/114,114871,present,2024-02-08
ENG  2320 06 in 08/114,119049,present,2024-02-08
ENG  2320 06 in 08/114,119913,present,2024-02-08
ENG  2320 06 in 08/114,84278,present,2024-02-08
ENG  2320 06 in 08/114,100003,present,2024-02-08
ENG  2320 06 in 08/114,88026,present,2024-02-08
FAS  0210 13 in 08/114,146342,present,2024-02-08
FAS  0210 13 in 08/114,124171,present,2024-02-08
FAS  0210 13 in 08/114,156555,absent,2024-02-08
FAS  0210 20 in 08B/001,150238,present,2024-02-08
FAS  0210 20 in 08B/001,145031,absent,2024-02-08
FAS  0210 20 in 08B/001,141424,present,2024-02-08
FAS  0210 20 in 08B/001,143276,present,2024-02-08
FAS  0210 20 in 08B/001,145553,present,2024-02-08
FAS  0210 20 in 08B/001,146516,present,2024-02-08
FAS  0210 20 in 08B/001,156187,present,2024-02-08
FAS  0210 20 in 08B/001,146754,present,2024-02-08
FAS  0210 20 in 08B/001,154200,present,2024-02-08
FAS  0210 20 in 08B/001,148611,present,2024-02-08
KOR  1301 02 in 08B/112,143288,present,2024-02-08
KOR  1301 02 in 08B/112,136021,present,2024-02-08
KOR  1301 02 in 08B/112,83806,present,2024-02-08
KOR  1301 02 in 08B/112,142106,present,2024-02-08
KOR  1301 02 in 08B/112,125680,present,2024-02-08
KOR  1301 02 in 08B/112,146214,present,2024-02-08
KOR  1301 02 in 08B/112,145929,present,2024-02-08
KOR  1301 02 in 08B/112,158006,present,2024-02-08
KOR  1301 02 in 08B/112,99758,present,2024-02-08
KOR  1301 02 in 08B/112,148011,present,2024-02-08
KOR  1301 02 in 08B/112,102469,present,2024-02-08
KOR  1301 02 in 08B/112,83685,present,2024-02-08
KOR  1301 02 in 08B/112,148730,present,2024-02-08
KOR  1301 02 in 08B/112,90558,present,2024-02-08
KOR  1301 02 in 08B/112,142916,present,2024-02-08
FAS  0210 20 in 08B/001,153020,present,2024-02-08
FAS  0210 16 in 11/101,152026,present,2024-02-08
FAS  0210 20 in 08B/001,124625,present,2024-02-08
FAS  0210 20 in 08B/001,149171,present,2024-02-08
GBU  3302 03 in 09/104,83122,present,2024-02-08
GBU  3302 03 in 09/104,83457,present,2024-02-08
GBU  3302 03 in 09/104,84594,present,2024-02-08
GBU  3302 03 in 09/104,85206,present,2024-02-08
GBU  3302 03 in 09/104,84293,present,2024-02-08
GBU  3302 03 in 09/104,84697,present,2024-02-08
GBU  3302 03 in 09/104,86043,present,2024-02-08
GBU  3302 03 in 09/104,103737,present,2024-02-08
GBU  3302 03 in 09/104,86266,present,2024-02-08
GBU  3302 03 in 09/104,100876,present,2024-02-08
GBU  3302 03 in 09/104,80463,present,2024-02-08
GBU  3302 03 in 09/104,89543,present,2024-02-08
GBU  3302 03 in 09/104,102074,present,2024-02-08
GBU  3302 03 in 09/104,83800,present,2024-02-08
GBU  3302 03 in 09/104,86371,present,2024-02-08
GBU  3302 03 in 09/104,84678,present,2024-02-08
GBU  3302 03 in 09/104,93514,present,2024-02-08
GBU  3302 03 in 09/104,117286,present,2024-02-08
GBU  3302 03 in 09/104,157921,present,2024-02-08
GBU  3302 03 in 09/104,86364,absent,2024-02-08
FAS  0210 20 in 08B/001,144369,present,2024-02-08
FAS  0210 20 in 08B/001,145651,present,2024-02-08
FAS  0210 20 in 08B/001,149272,present,2024-02-08
FAS  0210 20 in 08B/001,156692,present,2024-02-08
FAS  0210 20 in 08B/001,145158,present,2024-02-08
FAS  0210 20 in 08B/001,141192,present,2024-02-08
FAS  0210 16 in 11/101,151986,present,2024-02-08
FAS  0210 16 in 11/101,145579,present,2024-02-08
FAS  0210 16 in 11/101,148718,present,2024-02-08
FAS  0210 14 in 08B/217,146050,present,2024-02-08
FAS  0210 14 in 08B/217,155665,present,2024-02-08
FAS  0210 14 in 08B/217,148679,present,2024-02-08
FAS  0210 14 in 08B/217,119602,present,2024-02-08
FAS  0210 14 in 08B/217,158286,present,2024-02-08
FAS  0210 14 in 08B/217,148275,present,2024-02-08
FAS  0210 14 in 08B/217,148448,present,2024-02-08
FAS  0210 14 in 08B/217,149871,present,2024-02-08
FAS  0210 14 in 08B/217,146206,present,2024-02-08
FAS  0210 14 in 08B/217,150450,absent,2024-02-08
FAS  0210 14 in 08B/217,147535,present,2024-02-08
FAS  0210 14 in 08B/217,150183,present,2024-02-08
FAS  0210 14 in 08B/217,155154,present,2024-02-08
FAS  0210 13 in 08/114,145787,present,2024-02-08
FAS  0210 13 in 08/114,144403,present,2024-02-08
FAS  0210 13 in 08/114,157414,absent,2024-02-08
FAS  0210 13 in 08/114,152793,present,2024-02-08
FAS  0210 13 in 08/114,144850,present,2024-02-08
FAS  0210 13 in 08/114,155345,present,2024-02-08
FAS  0210 13 in 08/114,116114,present,2024-02-08
FAS  0210 13 in 08/114,119635,present,2024-02-08
FAS  0210 13 in 08/114,145909,present,2024-02-08
FAS  0210 13 in 08/114,144082,present,2024-02-08
FAS  0210 13 in 08/114,144256,present,2024-02-08
FAS  0210 13 in 08/114,154929,present,2024-02-08
FAS  0210 14 in 08B/217,151231,present,2024-02-08
FAS  0210 15 in 06/008,145818,present,2024-02-08
FAS  0210 15 in 06/008,149739,present,2024-02-08
FAS  0210 15 in 06/008,158061,absent,2024-02-08
FAS  0210 16 in 11/101,157406,present,2024-02-08
FAS  0210 16 in 11/101,150302,present,2024-02-08
FAS  0210 16 in 11/101,145119,present,2024-02-08
FAS  0210 16 in 11/101,151771,present,2024-02-08
FAS  0210 16 in 11/101,152235,present,2024-02-08
FAS  0210 16 in 11/101,137396,present,2024-02-08
FAS  0210 16 in 11/101,146705,present,2024-02-08
FAS  0210 16 in 11/101,154994,present,2024-02-08
FAS  0210 16 in 11/101,146592,present,2024-02-08
FAS  0210 16 in 11/101,154131,present,2024-02-08
FAS  0210 16 in 11/101,145649,present,2024-02-08
FAS  0210 16 in 11/101,154973,present,2024-02-08
FAS  1220 12 in 07/107,120955,present,2024-02-08
FAS  0210 16 in 11/101,157159,present,2024-02-08
FAS  0210 16 in 11/101,150160,present,2024-02-08
FAS  0210 16 in 11/101,153179,present,2024-02-08
FAS  0210 15 in 06/008,145375,absent,2024-02-08
FAS  0210 15 in 06/008,147283,present,2024-02-08
FAS  0210 15 in 06/008,146150,absent,2024-02-08
FAS  0210 15 in 06/008,148791,present,2024-02-08
FAS  0210 15 in 06/008,148785,present,2024-02-08
FAS  0210 15 in 06/008,149593,present,2024-02-08
FAS  0210 15 in 06/008,145193,present,2024-02-08
FAS  0210 15 in 06/008,145811,present,2024-02-08
FAS  0210 15 in 06/008,145061,present,2024-02-08
FAS  0210 15 in 06/008,145881,present,2024-02-08
FAS  0210 16 in 11/101,146177,present,2024-02-08
FAS  1220 12 in 07/107,147180,present,2024-02-08
FAS  1220 12 in 07/107,151008,present,2024-02-08
FAS  1220 12 in 07/107,146312,present,2024-02-08
MGT  3302 03 in 04/104,84587,present,2024-02-08
MGT  3302 03 in 04/104,86876,present,2024-02-08
MGT  3302 03 in 04/104,84445,present,2024-02-08
MGT  3302 03 in 04/104,85936,present,2024-02-08
MGT  3302 03 in 04/104,84907,present,2024-02-08
MGT  3302 03 in 04/104,94845,present,2024-02-08
MGT  3302 03 in 04/104,93973,present,2024-02-08
MGT  3302 03 in 04/104,85355,present,2024-02-08
MGT  3302 03 in 04/104,97486,present,2024-02-08
MGT  3302 03 in 04/104,117265,present,2024-02-08
MGT  3302 03 in 04/104,83732,present,2024-02-08
MGT  3302 03 in 04/104,84293,present,2024-02-08
MGT  3302 03 in 04/104,88148,present,2024-02-08
MGT  3302 03 in 04/104,83186,present,2024-02-08
MGT  3302 03 in 04/104,76161,present,2024-02-08
MGT  3302 03 in 04/104,90874,present,2024-02-08
MGT  3302 03 in 04/104,86971,present,2024-02-08
MGT  3302 03 in 04/104,100893,present,2024-02-08
MGT  3302 02 in 04/001,81266,absent,2024-02-08
MGT  3302 02 in 04/001,86765,present,2024-02-08
MGT  3302 02 in 04/001,92666,present,2024-02-08
MGT  3302 02 in 04/001,100740,present,2024-02-08
MGT  3302 02 in 04/001,91044,present,2024-02-08
MGT  3302 02 in 04/001,88806,present,2024-02-08
MGT  3302 02 in 04/001,89431,present,2024-02-08
MGT  3302 03 in 04/104,98869,present,2024-02-08
MGT  3302 02 in 04/001,85228,present,2024-02-08
MGT  3302 03 in 04/104,74646,present,2024-02-08
MGT  3302 03 in 04/104,86268,present,2024-02-08
PSY  2301 01 in 11/003,85166,present,2024-02-08
PSY  2301 01 in 11/003,101483,present,2024-02-08
PSY  2301 01 in 11/003,105964,present,2024-02-08
PSY  2301 01 in 11/003,118738,present,2024-02-08
PSY  2301 01 in 11/003,104520,present,2024-02-08
PSY  2301 01 in 11/003,149696,present,2024-02-08
PSY  2301 01 in 11/003,79440,present,2024-02-08
PSY  2301 01 in 11/003,157778,present,2024-02-08
PSY  2301 01 in 11/003,157756,present,2024-02-08
MGT  3302 03 in 04/104,84939,present,2024-02-08
MGT  3302 03 in 04/104,102555,present,2024-02-08
MGT  3302 03 in 04/104,97026,present,2024-02-08
MGT  3302 03 in 04/104,84406,present,2024-02-08
MGT  3302 03 in 04/104,85439,present,2024-02-08
MGT  3302 03 in 04/104,84334,present,2024-02-08
MGT  3302 03 in 04/104,103738,present,2024-02-08
MGT  3302 03 in 04/104,117286,present,2024-02-08
MGT  3302 03 in 04/104,82990,present,2024-02-08
MGT  3302 03 in 04/104,84417,present,2024-02-08
MGT  3302 03 in 04/104,82941,present,2024-02-08
MGT  3302 03 in 04/104,94986,present,2024-02-08
MGT  3302 03 in 04/104,102806,present,2024-02-08
MGT  3302 03 in 04/104,84940,present,2024-02-08
MGT  3302 03 in 04/104,96939,present,2024-02-08
MGT  3302 03 in 04/104,84364,present,2024-02-08
MGT  3302 03 in 04/104,98222,present,2024-02-08
PSY  2301 01 in 11/003,123146,present,2024-02-08
MGT  3302 02 in 04/001,86043,present,2024-02-08
MGT  3302 02 in 04/001,102278,present,2024-02-08
MGT  3302 01 in 04/004,87127,present,2024-02-08
MGT  3302 01 in 04/004,105448,present,2024-02-08
MGT  3302 01 in 04/004,90622,present,2024-02-08
MGT  3302 01 in 04/004,88530,present,2024-02-08
MGT  3302 01 in 04/004,94769,present,2024-02-08
MGT  3302 01 in 04/004,102993,present,2024-02-08
MGT  3302 01 in 04/004,89027,present,2024-02-08
MGT  3302 01 in 04/004,93046,present,2024-02-08
MGT  3302 01 in 04/004,110786,present,2024-02-08
MGT  3302 01 in 04/004,102433,present,2024-02-08
MGT  3302 01 in 04/004,94670,present,2024-02-08
MGT  3302 01 in 04/004,82976,present,2024-02-08
MGT  3302 01 in 04/004,101728,present,2024-02-08
MGT  3302 01 in 04/004,122577,present,2024-02-08
MGT  3302 01 in 04/004,92160,absent,2024-02-08
MGT  3302 01 in 04/004,89870,present,2024-02-08
MGT  3302 01 in 04/004,85338,present,2024-02-08
MGT  3302 01 in 04/004,100736,absent,2024-02-08
MGT  3302 01 in 04/004,85219,present,2024-02-08
MGT  3302 01 in 04/004,81678,present,2024-02-08
MGT  3302 01 in 04/004,84879,present,2024-02-08
MGT  3302 01 in 04/004,83858,present,2024-02-08
MGT  3302 01 in 04/004,86398,present,2024-02-08
MGT  3302 01 in 04/004,99660,present,2024-02-08
MGT  3302 01 in 04/004,99371,present,2024-02-08
MGT  3302 01 in 04/004,116754,present,2024-02-08
MGT  3302 02 in 04/001,91685,present,2024-02-08
MGT  3302 01 in 04/004,95814,present,2024-02-08
MGT  3302 01 in 04/004,85214,absent,2024-02-08
MGT  3302 02 in 04/001,100003,present,2024-02-08
MGT  3302 02 in 04/001,86396,present,2024-02-08
MGT  3302 02 in 04/001,96775,present,2024-02-08
MGT  3302 02 in 04/001,84475,present,2024-02-08
MGT  3302 02 in 04/001,85268,present,2024-02-08
MGT  3302 02 in 04/001,95000,present,2024-02-08
MGT  3302 02 in 04/001,87265,present,2024-02-08
MGT  3302 02 in 04/001,85206,present,2024-02-08
MGT  3302 02 in 04/001,78145,present,2024-02-08
MGT  3302 02 in 04/001,82674,present,2024-02-08
MGT  3302 02 in 04/001,86160,present,2024-02-08
MGT  3302 02 in 04/001,97275,absent,2024-02-08
MGT  3302 02 in 04/001,98413,present,2024-02-08
MGT  3302 02 in 04/001,95062,present,2024-02-08
MGT  3302 02 in 04/001,97083,present,2024-02-08
MGT  3302 02 in 04/001,73909,present,2024-02-08
MGT  3302 02 in 04/001,99463,present,2024-02-08
MGT  3302 02 in 04/001,117288,present,2024-02-08
MGT  3302 02 in 04/001,99750,present,2024-02-08
MGT  3302 02 in 04/001,105941,present,2024-02-08
MGT  3302 02 in 04/001,97647,present,2024-02-08
MGT  3302 02 in 04/001,96891,present,2024-02-08
MGT  3302 02 in 04/001,110401,present,2024-02-08
MGT  3302 02 in 04/001,81732,present,2024-02-08
MGT  3302 01 in 04/004,117332,absent,2024-02-08
MGT  3302 01 in 04/004,100894,absent,2024-02-08
PSY  2301 01 in 11/003,158254,present,2024-02-08
PSY  2301 01 in 11/003,138342,present,2024-02-08
PSY  2301 01 in 11/003,88622,present,2024-02-08
MTH  2301 11 in 04/001,143370,present,2024-02-08
MTH  2301 11 in 04/001,141435,present,2024-02-08
MTH  2301 11 in 04/001,135643,absent,2024-02-08
MTH  2301 11 in 04/001,122631,present,2024-02-08
MTH  2301 11 in 04/001,124252,present,2024-02-08
MTH  2301 11 in 04/001,158407,present,2024-02-08
MTH  2301 11 in 04/001,153502,present,2024-02-08
MTH  2301 11 in 04/001,138220,present,2024-02-08
MTH  2301 11 in 04/001,118352,present,2024-02-08
MTH  2301 11 in 04/001,122683,present,2024-02-08
MTH  2301 11 in 04/001,150268,present,2024-02-08
MTH  2301 11 in 04/001,119039,present,2024-02-08
MTH  2301 11 in 04/001,102131,present,2024-02-08
MTH  2301 11 in 04/001,118833,present,2024-02-08
MTH  2301 11 in 04/001,149386,present,2024-02-08
MTH  2301 11 in 04/001,140818,present,2024-02-08
MTH  2301 11 in 04/001,100067,present,2024-02-08
MTH  2301 11 in 04/001,119564,present,2024-02-08
MTH  2301 11 in 04/001,100293,absent,2024-02-08
MTH  2301 11 in 04/001,144586,present,2024-02-08
MTH  2301 11 in 04/001,138755,present,2024-02-08
MTH  2301 11 in 04/001,145562,present,2024-02-08
MTH  2301 11 in 04/001,147607,present,2024-02-08
MTH  2301 11 in 04/001,142214,present,2024-02-08
MTH  2301 11 in 04/001,117713,present,2024-02-08
MTH  2301 11 in 04/001,146754,present,2024-02-08
FAS  1220 23 in 11/101,135026,present,2024-02-08
MTH  2301 11 in 04/001,142429,present,2024-02-08
MTH  2301 11 in 04/001,96840,present,2024-02-08
FIN  3301 01 in 04/101,84470,present,2024-02-08
FIN  3301 01 in 04/101,113335,present,2024-02-08
FIN  3301 01 in 04/101,101177,present,2024-02-08
FIN  3301 01 in 04/101,90793,present,2024-02-08
FIN  3301 01 in 04/101,118441,present,2024-02-08
FIN  3301 01 in 04/101,83675,present,2024-02-08
FIN  3301 01 in 04/101,85845,present,2024-02-08
FIN  3301 01 in 04/101,91329,present,2024-02-08
FIN  3301 01 in 04/101,138584,present,2024-02-08
FIN  3301 01 in 04/101,115874,present,2024-02-08
FIN  3301 01 in 04/101,103652,present,2024-02-08
FIN  3301 01 in 04/101,93059,present,2024-02-08
FIN  3301 01 in 04/101,120710,present,2024-02-08
FIN  3301 01 in 04/101,82368,present,2024-02-08
FIN  3301 01 in 04/101,88431,present,2024-02-08
FIN  3301 01 in 04/101,112882,present,2024-02-08
FIN  3301 01 in 04/101,105769,present,2024-02-08
FIN  3301 01 in 04/101,117820,present,2024-02-08
MTH  2301 11 in 04/001,120748,present,2024-02-08
MTH  2301 11 in 04/001,84786,absent,2024-02-08
MTH  2301 11 in 04/001,117913,present,2024-02-08
MTH  2301 11 in 04/001,140895,present,2024-02-08
MTH  2301 11 in 04/001,141475,present,2024-02-08
MTH  2301 11 in 04/001,148832,present,2024-02-08
MTH  2301 11 in 04/001,138919,absent,2024-02-08
MTH  2301 11 in 04/001,99876,absent,2024-02-08
FAS  1220 23 in 11/101,149472,present,2024-02-08
FAS  1220 23 in 11/101,159405,present,2024-02-08
FAS  1220 23 in 11/101,145117,present,2024-02-08
MTH  2301 10 in 04/001,126233,present,2024-02-08
MTH  2301 10 in 04/001,143686,present,2024-02-08
MTH  2301 10 in 04/001,120487,present,2024-02-08
MTH  2301 10 in 04/001,125383,present,2024-02-08
MTH  2301 10 in 04/001,82703,present,2024-02-08
MTH  2301 10 in 04/001,117017,present,2024-02-08
MTH  2301 10 in 04/001,142763,present,2024-02-08
MTH  2301 10 in 04/001,120925,present,2024-02-08
MTH  2301 10 in 04/001,125074,present,2024-02-08
MTH  2301 10 in 04/001,148978,present,2024-02-08
MTH  2301 10 in 04/001,154006,present,2024-02-08
MTH  2301 10 in 04/001,116629,absent,2024-02-08
MTH  2301 10 in 04/001,137611,present,2024-02-08
MTH  2301 10 in 04/001,122479,present,2024-02-08
MTH  2301 10 in 04/001,121932,present,2024-02-08
MTH  2301 10 in 04/001,142909,absent,2024-02-08
MTH  2301 10 in 04/001,120640,present,2024-02-08
MTH  2301 10 in 04/001,120895,present,2024-02-08
MTH  2301 10 in 04/001,122928,absent,2024-02-08
MTH  2301 10 in 04/001,85077,present,2024-02-08
MTH  2301 10 in 04/001,155208,present,2024-02-08
MTH  2301 10 in 04/001,119223,present,2024-02-08
MTH  2301 10 in 04/001,152158,present,2024-02-08
MTH  2301 10 in 04/001,123761,present,2024-02-08
PSY  2301 01 in 11/003,157872,present,2024-02-08
MTH  2301 10 in 04/001,121429,present,2024-02-08
MTH  2301 10 in 04/001,136046,absent,2024-02-08
MTH  2301 10 in 04/001,145757,absent,2024-02-08
MTH  2301 10 in 04/001,102806,present,2024-02-08
FAS  1220 23 in 11/101,152041,present,2024-02-08
FAS  1220 23 in 11/101,146079,present,2024-02-08
FAS  1220 23 in 11/101,125364,present,2024-02-08
FAS  1220 23 in 11/101,145417,present,2024-02-08
FAS  1220 23 in 11/101,135828,present,2024-02-08
FAS  1220 23 in 11/101,146523,present,2024-02-08
FAS  1220 23 in 11/101,145358,present,2024-02-08
FAS  1220 23 in 11/101,155882,present,2024-02-08
FAS  1220 23 in 11/101,149047,present,2024-02-08
FAS  1220 23 in 11/101,117855,absent,2024-02-08
FAS  1220 23 in 11/101,146965,present,2024-02-08
FAS  1220 23 in 11/101,119227,present,2024-02-08
MGT  3302 01 in 04/004,97629,present,2024-02-08
FAS  1220 23 in 11/101,146214,present,2024-02-08
FAS  1220 23 in 11/101,147064,present,2024-02-08
FAS  1220 23 in 11/101,145929,present,2024-02-08
MTH  2301 10 in 04/001,111670,present,2024-02-08
MTH  2301 10 in 04/001,117688,absent,2024-02-08
